Broad_Nationality_encoded,Stay_Category_encoded,Spend_Category_encoded,accom_type,London_or_out,Flow,Age,DayOfWeek,TripStartDay,Broad_Purpose_encoded,Business or Work,Education or Other,Holiday,VFF
EU,1-3 days,0-250 GBP,1,0,1.0,7,6,5,Business or Work,0.7443772893772893,0.0,0.18364468864468864,0.07197802197802197
EU,4-13 days,0-250 GBP,0,0,1.0,4,6,3,Business or Work,0.1333165299612668,0.0,0.042588716108452954,0.8240947539302802
Asia,4-13 days,1000-5000 GBP,1,0,1.0,4,6,1,Business or Work,0.4695454545454546,0.0,0.5304545454545454,0.0
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,0,1,1.0,8,6,1,Business or Work,0.0,0.0,0.4,0.6
EU,1-3 days,0-250 GBP,1,0,1.0,5,6,5,Business or Work,0.9073245722269683,0.0,0.09267542777303175,0.0
"Australia, NZ and Oceania",1-3 days,0-250 GBP,0,0,1.0,7,6,5,Holiday,0.0,0.0,0.4,0.6
North America,4-13 days,1000-5000 GBP,1,0,1.0,8,6,2,Holiday,0.45,0.0,0.5499999999999999,0.0
North America,1-3 days,250-500 GBP,1,1,1.0,5,6,4,Business or Work,0.8291666666666668,0.0,0.11666666666666665,0.05416666666666666
UK,,250-500 GBP,1,1,1.0,7,6,6,VFF,0.55,0.0,0.3,0.15
Asia,1-3 days,500-1000 GBP,1,1,1.0,7,6,4,Holiday,0.26166666666666666,0.0,0.7383333333333333,0.0
North America,1-3 days,500-1000 GBP,1,0,1.0,7,6,5,Business or Work,0.975,0.0,0.025,0.0
EU,,0-250 GBP,1,1,1.0,6,7,7,Holiday,0.5721786614097827,0.0,0.3662448611647696,0.061576477425447675
Non-EU Europe,1-3 days,250-500 GBP,1,1,1.0,4,7,5,Holiday,0.0,0.0,1.0,0.0
North America,4-13 days,500-1000 GBP,2,0,1.0,5,7,2,Holiday,0.2333333333333333,0.0,0.6416666666666666,0.125
UK,4-13 days,0-250 GBP,0,0,1.0,4,7,4,VFF,0.1,0.0,0.0,0.9
Not disclosed,4-13 days,0-250 GBP,1,1,1.0,5,7,3,Business or Work,0.18333333333333335,0.0,0.7166666666666667,0.1
Non-EU Europe,1-3 days,250-500 GBP,1,0,1.0,5,7,5,Holiday,0.1747179089026915,0.0,0.7898602484472049,0.03542184265010352
North America,4-13 days,1000-5000 GBP,1,1,1.0,6,7,6,Business or Work,0.0,0.0,1.0,0.0
EU,4-13 days,500-1000 GBP,0,0,1.0,6,4,7,VFF,0.07968253968253966,0.10575757575757576,0.49783549783549785,0.31672438672438674
Asia,4-13 days,1000-5000 GBP,1,1,1.0,6,4,7,Business or Work,0.13666666666666666,0.0,0.8633333333333333,0.0
North America,4-13 days,1000-5000 GBP,1,0,1.0,4,4,7,Business or Work,0.1,0.0,0.9,0.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,5,4,4,Holiday,0.1,0.0,0.375,0.525
North America,4-13 days,1000-5000 GBP,1,0,1.0,4,4,5,Holiday,0.3315295815295815,0.1,0.5684704184704186,0.0
EU,1-3 days,1000-5000 GBP,1,1,1.0,6,4,3,Business or Work,0.8928982128982128,0.0,0.10710178710178711,0.0
EU,4-13 days,250-500 GBP,0,0,1.0,4,3,7,VFF,0.0,0.0,0.533294209839299,0.466705790160701
North America,4-13 days,1000-5000 GBP,1,0,1.0,5,1,2,Business or Work,1.0,0.0,0.0,0.0
UK,4-13 days,1000-5000 GBP,0,0,1.0,5,1,3,VFF,0.678888888888889,0.0,0.0,0.32111111111111107
EU,1-3 days,250-500 GBP,1,0,1.0,7,1,7,Holiday,0.027638368027967587,0.0,0.820458200608887,0.15190343136314538
North America,4-13 days,0-250 GBP,0,0,1.0,5,1,5,VFF,0.24083333333333332,0.0,0.15416666666666665,0.605
North America,4-13 days,500-1000 GBP,0,0,1.0,5,1,2,VFF,0.0,0.0,0.0,1.0
North America,4-13 days,0-250 GBP,1,0,1.0,4,1,2,Education and Other,0.7138888888888889,0.0,0.25277777777777777,0.03333333333333333
Asia,4-13 days,1000-5000 GBP,1,0,1.0,8,1,7,Holiday,0.6,0.0,0.4,0.0
North America,4-13 days,1000-5000 GBP,1,0,1.0,7,1,5,Holiday,0.5308333333333334,0.02,0.4116666666666666,0.0375
UK,1-3 months,0-250 GBP,0,0,1.0,5,2,1,VFF,0.6,0.0,0.06428571428571428,0.33571428571428574
North America,4-13 days,250-500 GBP,0,0,1.0,6,2,4,VFF,0.0,0.0,0.0,1.0
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,1,0,1.0,7,2,1,Holiday,0.0,0.0,0.7,0.3
UK,4-13 days,0-250 GBP,0,0,1.0,8,2,1,VFF,0.0,0.1,0.01111111111111111,0.888888888888889
North America,4-13 days,1000-5000 GBP,1,0,1.0,5,2,6,Holiday,0.6245238095238095,0.0,0.37547619047619046,0.0
EU,14-27 days,500-1000 GBP,0,0,1.0,4,7,1,VFF,0.0,0.2476984126984127,0.10714285714285714,0.64515873015873
EU,4-13 days,0-250 GBP,0,0,1.0,7,7,4,Education and Other,0.0,0.0,0.18269841269841267,0.8173015873015872
EU,,250-500 GBP,2,1,1.0,2,7,7,Business or Work,0.0,0.2,0.7,0.1
EU,1-3 days,0-250 GBP,0,0,1.0,7,7,6,VFF,0.0,0.11684343434343433,0.0,0.8831565656565656
EU,4-13 days,250-500 GBP,0,0,1.0,4,7,5,Holiday,0.1,0.0,0.36666666666666664,0.5333333333333333
EU,4-13 days,0-250 GBP,0,0,1.0,5,7,1,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,500-1000 GBP,0,0,1.0,6,7,4,VFF,0.32952380952380955,0.0,0.1961904761904762,0.4742857142857142
EU,4-13 days,250-500 GBP,0,0,1.0,2,7,2,VFF,0.0,0.1551190476190476,0.20523809523809522,0.6396428571428572
EU,4-13 days,500-1000 GBP,0,0,1.0,6,7,1,VFF,0.10054945054945055,0.0,0.5755799755799755,0.3238705738705739
EU,4-13 days,0-250 GBP,0,0,1.0,2,7,1,VFF,0.0,0.02710955710955711,0.038155876381682836,0.93473456650876
EU,14-27 days,0-250 GBP,1,0,1.0,5,2,2,VFF,0.35833333333333334,0.0,0.6416666666666666,0.0
UK,1-3 days,0-250 GBP,1,0,1.0,5,2,7,VFF,0.0,0.0,0.1,0.9
North America,4-13 days,500-1000 GBP,1,1,1.0,2,2,6,Holiday,0.0,0.0,1.0,0.0
EU,1-3 days,0-250 GBP,0,0,1.0,4,2,7,VFF,0.00885492768496092,0.0,0.17094166807594754,0.8202034042390915
EU,4-13 days,500-1000 GBP,0,0,1.0,5,2,5,Holiday,0.08803030303030304,0.0,0.484067599067599,0.4279020979020979
North America,1-3 days,0-250 GBP,1,1,1.0,2,2,7,Holiday,0.0,0.0,0.8928571428571429,0.10714285714285714
EU,1-3 days,250-500 GBP,1,1,1.0,6,2,1,Holiday,0.04020907010609528,0.0,0.8130569015731368,0.14673402832076782
Non-EU Europe,4-13 days,0-250 GBP,0,1,1.0,8,2,2,VFF,0.0,0.0,0.1,0.9
South America,1-3 days,0-250 GBP,1,1,1.0,4,2,1,Holiday,0.0,0.0,1.0,0.0
UK,1-3 days,250-500 GBP,0,0,1.0,6,2,1,VFF,0.0,0.0,0.29797619047619045,0.7020238095238096
Asia,4-13 days,500-1000 GBP,1,1,1.0,6,2,5,Holiday,0.0,0.0,0.781984126984127,0.218015873015873
EU,4-13 days,0-250 GBP,0,0,1.0,7,2,6,VFF,0.027638005269584216,0.0,0.06277948215019154,0.9095825125802243
EU,1-3 days,250-500 GBP,2,0,1.0,4,2,7,Holiday,0.0,0.0,0.7616755466755467,0.23832445332445334
EU,1-3 days,0-250 GBP,0,1,1.0,2,2,7,Holiday,0.0,0.0,0.31961236196472564,0.6803876380352745
North America,1-3 days,1000-5000 GBP,1,1,1.0,2,2,1,Holiday,0.075,0.0,0.525,0.4
North America,4-13 days,250-500 GBP,0,0,1.0,6,2,5,Holiday,0.0,0.21666666666666665,0.2566666666666667,0.5266666666666666
Asia,4-13 days,500-1000 GBP,0,0,1.0,8,2,6,VFF,0.0,0.0,0.35,0.6499999999999999
UK,4-13 days,0-250 GBP,1,1,1.0,7,2,6,VFF,0.03333333333333333,0.0,0.06666666666666667,0.9
EU,4-13 days,500-1000 GBP,1,0,1.0,6,2,5,Holiday,0.3866666666666666,0.0,0.6133333333333334,0.0
EU,1-3 days,0-250 GBP,0,0,1.0,5,2,1,VFF,0.026905756680483284,0.0,0.18028137716855855,0.7928128661509581
EU,1-3 days,0-250 GBP,0,0,1.0,5,2,7,VFF,0.014151457554696151,0.0,0.20233881408545545,0.7835097283598484
EU,1-3 days,1000-5000 GBP,1,1,1.0,7,2,7,VFF,0.0,0.02,0.96,0.02
North America,4-13 days,250-500 GBP,1,0,1.0,7,2,6,VFF,0.05,0.0,0.8333333333333334,0.11666666666666667
UK,1-3 days,0-250 GBP,0,0,1.0,5,2,7,VFF,0.0,0.0,0.029145449516158894,0.9708545504838411
"Australia, NZ and Oceania",4-13 days,0-250 GBP,0,0,1.0,7,2,3,VFF,0.0,0.0,0.7,0.3
EU,4-13 days,0-250 GBP,0,1,1.0,7,3,7,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,0-250 GBP,0,0,1.0,2,3,7,VFF,0.0,0.0,0.13708378206790187,0.8629162179320982
Non-EU Europe,4-13 days,500-1000 GBP,1,0,1.0,5,3,6,Holiday,0.08021978021978023,0.0,0.8472527472527472,0.07252747252747252
EU,4-13 days,0-250 GBP,0,0,1.0,4,3,4,VFF,0.0,0.0,0.0716040120953914,0.9283959879046085
UK,4-13 days,0-250 GBP,0,0,1.0,8,3,7,VFF,0.1336111111111111,0.0,0.0,0.866388888888889
EU,4-13 days,0-250 GBP,0,0,1.0,8,3,7,VFF,0.0,0.0,0.11905699855699856,0.8809430014430013
Asia,,0-250 GBP,1,0,1.0,7,3,3,Holiday,0.4,0.06666666666666667,0.5333333333333334,0.0
EU,1-3 days,250-500 GBP,1,1,1.0,4,3,2,Business or Work,0.4961309523809524,0.0,0.4303571428571429,0.07351190476190476
EU,4-13 days,0-250 GBP,0,0,1.0,4,3,7,VFF,0.0,0.0,0.12184934207341294,0.8781506579265871
EU,4-13 days,0-250 GBP,0,0,1.0,5,3,7,VFF,0.0685556340342538,0.0,0.17062035145431176,0.7608240145114344
South America,1-3 days,0-250 GBP,0,1,1.0,4,3,1,VFF,0.0,0.0,0.505,0.495
Asia,4-13 days,500-1000 GBP,0,0,1.0,5,3,6,VFF,0.11214285714285714,0.0,0.5463095238095239,0.34154761904761904
Asia,1-3 days,0-250 GBP,0,0,1.0,4,7,6,VFF,0.0,0.0,0.0,1.0
Not disclosed,4-13 days,1000-5000 GBP,1,0,1.0,4,7,2,Business or Work,0.12525252525252525,0.0,0.8747474747474747,0.0
EU,4-13 days,250-500 GBP,0,0,1.0,8,7,1,VFF,0.0,0.0,0.0,1.0
North America,4-13 days,500-1000 GBP,0,0,1.0,6,7,2,VFF,0.0,0.0,0.5666666666666667,0.4333333333333333
North America,3-6 months,1000-5000 GBP,0,0,1.0,2,7,2,Education and Other,0.0,0.925,0.025,0.05
EU,1-3 days,0-250 GBP,0,0,1.0,5,7,5,VFF,0.13100925390399074,0.0,0.04078754578754579,0.8282032003084634
EU,1-3 days,500-1000 GBP,1,0,1.0,4,7,6,Holiday,0.27595238095238095,0.0,0.724047619047619,0.0
North America,4-13 days,500-1000 GBP,0,0,1.0,8,3,7,Holiday,0.0,0.0,0.4916666666666667,0.5083333333333333
UK,4-13 days,0-250 GBP,1,0,1.0,8,3,5,VFF,0.1,0.0,0.1,0.8
North America,4-13 days,500-1000 GBP,1,0,1.0,8,3,6,VFF,0.0,0.0,0.41666666666666663,0.5833333333333333
North America,4-13 days,250-500 GBP,1,0,1.0,7,3,4,Holiday,0.0,0.0,0.1,0.9
UK,,0-250 GBP,0,0,1.0,8,3,3,VFF,0.0,0.0,0.03333333333333333,0.9666666666666668
UK,14-27 days,,0,0,1.0,5,3,7,VFF,0.2,0.3,0.2,0.3
Asia,4-13 days,1000-5000 GBP,1,1,1.0,5,3,4,Holiday,0.10744206773618539,0.0,0.8018270944741535,0.09073083778966132
Non-EU Europe,4-13 days,250-500 GBP,1,0,1.0,7,3,7,Holiday,0.0,0.0,0.9425000000000001,0.057499999999999996
North America,4-13 days,500-1000 GBP,2,0,1.0,6,3,7,Holiday,0.0,0.0,1.0,0.0
North America,14-27 days,500-1000 GBP,0,0,1.0,8,3,4,VFF,0.0,0.0,0.27747835497835494,0.722521645021645
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,1,0,1.0,7,3,5,VFF,0.0,0.0,0.7266666666666667,0.2733333333333333
North America,4-13 days,250-500 GBP,2,0,1.0,4,3,6,Holiday,0.0,0.0,0.6066666666666667,0.3933333333333333
EU,4-13 days,0-250 GBP,0,0,1.0,4,3,6,Holiday,0.03494458503829203,0.008213924730500683,0.16901989370084586,0.7878215965303613
EU,4-13 days,500-1000 GBP,1,0,1.0,4,3,7,Holiday,0.07656857031857031,0.0,0.7865540015540017,0.13687742812742812
North America,4-13 days,500-1000 GBP,0,0,1.0,7,3,7,VFF,0.0,0.0,0.23777777777777773,0.7622222222222221
North America,4-13 days,250-500 GBP,1,0,1.0,7,3,6,VFF,0.0,0.0,1.0,0.0
North America,4-13 days,0-250 GBP,0,0,1.0,5,3,4,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,,1,0,1.0,8,3,5,Holiday,0.1,0.0,0.15,0.75
Non-EU Europe,4-13 days,1000-5000 GBP,1,0,1.0,6,3,6,Holiday,0.125,0.04444444444444444,0.6400793650793651,0.19047619047619047
EU,4-13 days,0-250 GBP,1,0,1.0,7,3,7,Holiday,0.1338888888888889,0.0,0.8661111111111112,0.0
EU,4-13 days,500-1000 GBP,1,0,1.0,7,3,7,Holiday,0.12449760765550237,0.0,0.4575598086124402,0.4179425837320574
EU,4-13 days,1000-5000 GBP,1,0,1.0,7,4,5,Business or Work,0.0,0.0,1.0,0.0
EU,1-3 days,250-500 GBP,1,0,1.0,6,4,3,Holiday,0.9043350711402887,0.015121070143097942,0.06820551433987823,0.012338344376735057
"Australia, NZ and Oceania",1-3 months,1000-5000 GBP,0,0,1.0,8,4,5,VFF,0.0,0.0,0.15416666666666667,0.8458333333333334
UK,4-13 days,0-250 GBP,1,0,1.0,8,4,7,VFF,0.0,0.0,0.545,0.45499999999999996
Non-EU Europe,1-3 days,250-500 GBP,1,0,1.0,5,4,3,Holiday,0.6803281440781441,0.0,0.31967185592185593,0.0
EU,,1000-5000 GBP,1,0,1.0,6,4,4,Holiday,0.956822818581293,0.0,0.029688480853735093,0.013488700564971751
EU,1-3 days,500-1000 GBP,1,0,1.0,5,4,3,Holiday,0.9271282033183024,0.0,0.07287179668169774,0.0
UK,4-13 days,500-1000 GBP,1,0,1.0,7,4,1,Business or Work,0.0,0.42000000000000004,0.38,0.2
North America,,0-250 GBP,1,0,1.0,7,4,4,Business or Work,0.5766666666666668,0.0,0.1933333333333333,0.22999999999999998
EU,,0-250 GBP,1,0,1.0,6,4,4,Holiday,0.9169687546253151,0.0,0.05072344953092772,0.03230779584375705
UK,4-13 days,0-250 GBP,0,0,1.0,5,4,7,VFF,0.0,0.0,0.0,1.0
EU,,250-500 GBP,0,0,1.0,6,4,4,Holiday,1.0,0.0,0.0,0.0
EU,1-3 days,1000-5000 GBP,1,0,1.0,4,4,3,Business or Work,1.0,0.0,0.0,0.0
EU,,250-500 GBP,1,0,1.0,6,4,4,Holiday,0.8632033261134782,0.0,0.10096137398898812,0.03583529989753369
EU,,250-500 GBP,1,0,1.0,5,4,4,Holiday,0.9002036622704568,0.0,0.08204860131103213,0.017747736418511066
EU,,500-1000 GBP,1,0,1.0,5,4,4,Business or Work,0.8655468142968143,0.0,0.1344531857031857,0.0
EU,,0-250 GBP,1,0,1.0,6,4,4,Business or Work,0.9169687546253151,0.0,0.05072344953092772,0.03230779584375705
EU,,250-500 GBP,1,0,1.0,7,4,4,Business or Work,0.8345328282828282,0.052209595959595956,0.11325757575757578,0.0
EU,4-13 days,250-500 GBP,1,0,1.0,6,7,1,Business or Work,0.26833333333333337,0.0,0.37261904761904757,0.35904761904761906
EU,4-13 days,250-500 GBP,0,0,1.0,8,7,1,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,500-1000 GBP,2,0,1.0,4,7,3,Education and Other,0.0,0.1,0.7916666666666667,0.10833333333333332
"Australia, NZ and Oceania",4-13 days,0-250 GBP,1,0,1.0,6,7,1,VFF,0.7,0.0,0.3,0.0
Africa,4-13 days,500-1000 GBP,1,0,1.0,6,7,2,Business or Work,0.8696969696969695,0.01111111111111111,0.11919191919191921,0.0
UK,4-13 days,0-250 GBP,0,0,1.0,8,7,1,VFF,0.0,0.0,0.0,1.0
EU,,0-250 GBP,1,0,1.0,3,7,7,Holiday,0.0,0.1636111111111111,0.5777777777777777,0.2586111111111111
EU,4-13 days,0-250 GBP,1,0,1.0,6,7,1,Holiday,0.9,0.0,0.1,0.0
EU,1-3 days,0-250 GBP,1,0,1.0,6,7,5,Business or Work,0.3795021645021645,0.0,0.2331818181818182,0.3873160173160173
EU,,0-250 GBP,1,0,1.0,2,7,7,Holiday,0.0,0.1636111111111111,0.5777777777777777,0.2586111111111111
EU,4-13 days,0-250 GBP,0,0,1.0,5,2,3,VFF,0.09626068376068377,0.09683949220713928,0.15987556561085975,0.6470242584213173
EU,4-13 days,0-250 GBP,0,0,1.0,4,2,6,VFF,0.0,0.02663588187771452,0.13409694538565878,0.8392671727366269
EU,4-13 days,0-250 GBP,0,0,1.0,7,2,6,Business or Work,0.027638005269584216,0.0,0.06277948215019154,0.9095825125802243
UK,1-3 days,0-250 GBP,0,0,1.0,6,2,7,VFF,0.0,0.02256944444444444,0.09086430642465125,0.8865662491309043
Asia,1-3 days,500-1000 GBP,1,0,1.0,5,2,7,Business or Work,0.13333333333333333,0.0,0.7,0.16666666666666666
EU,4-13 days,0-250 GBP,1,0,1.0,6,2,6,Holiday,0.3494460415745246,0.07948412698412698,0.462470391665438,0.10859943977591036
UK,1-3 days,500-1000 GBP,2,0,1.0,7,2,7,VFF,0.0,0.0,0.2333333333333333,0.7666666666666666
EU,1-3 days,250-500 GBP,1,0,1.0,7,2,7,Holiday,0.0351642284918147,0.04553613244992555,0.6460794856484513,0.27322015340980854
EU,4-13 days,250-500 GBP,0,0,1.0,4,2,6,VFF,0.0,0.0,0.40297571049626324,0.5970242895037368
EU,1-3 days,250-500 GBP,1,0,1.0,5,2,7,Holiday,0.058843007036276575,0.0,0.6636123327987644,0.27754466016495905
UK,4-13 days,0-250 GBP,0,0,1.0,4,2,6,VFF,0.0,0.034293219035866095,0.22356342595313183,0.7421433550110021
Non-EU Europe,1-3 days,500-1000 GBP,1,0,1.0,4,2,7,Holiday,0.0,0.0,0.9149441588807588,0.08505584111924132
Non-EU Europe,1-3 days,250-500 GBP,2,0,1.0,4,2,7,Holiday,0.0,0.0,1.0,0.0
EU,1-3 months,0-250 GBP,0,0,1.0,4,2,1,Business or Work,0.3,0.0,0.1384057971014493,0.5615942028985507
EU,4-13 days,250-500 GBP,1,0,1.0,4,2,5,Holiday,0.07666666666666666,0.0,0.3358333333333333,0.5875
UK,4-13 days,500-1000 GBP,0,0,1.0,6,4,2,VFF,0.0,0.0,0.0,1.0
North America,4-13 days,1000-5000 GBP,1,1,1.0,7,4,4,Holiday,0.1,0.0,0.9,0.0
EU,4-13 days,1000-5000 GBP,1,0,1.0,4,4,2,Business or Work,0.3933333333333333,0.0,0.38666666666666666,0.22000000000000003
EU,,0-250 GBP,1,0,1.0,5,4,4,Business or Work,0.8142095126146188,0.0,0.14620063469550965,0.03958985268987157
EU,1-3 days,0-250 GBP,1,0,1.0,5,4,3,Business or Work,0.8258799554350617,0.0,0.07124699693456013,0.10287304763037826
"Australia, NZ and Oceania",4-13 days,250-500 GBP,0,0,1.0,5,4,6,VFF,0.0,0.0,0.42000000000000004,0.58
Asia,1-3 days,500-1000 GBP,1,0,1.0,4,4,2,Business or Work,0.8821428571428573,0.0,0.11785714285714284,0.0
North America,14-27 days,0-250 GBP,1,1,1.0,4,4,4,Holiday,0.1,0.0,0.5,0.4
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,1,0,1.0,8,4,4,Holiday,0.0,0.0,0.3928571428571429,0.6071428571428571
EU,1-3 days,250-500 GBP,1,0,1.0,7,4,3,Business or Work,0.8020423410812425,0.0,0.1534265045277631,0.04453115439099421
North America,,0-250 GBP,1,0,1.0,5,4,4,Holiday,0.725,0.0,0.275,0.0
North America,14-27 days,1000-5000 GBP,1,0,1.0,4,4,2,Holiday,0.55,0.0,0.45,0.0
Non-EU Europe,4-13 days,1000-5000 GBP,0,0,1.0,7,4,1,VFF,0.0,0.0,0.1,0.9
UK,1-3 days,0-250 GBP,0,0,1.0,6,4,2,VFF,0.175,0.0,0.05178571428571428,0.7732142857142856
EU,4-13 days,1000-5000 GBP,1,0,1.0,5,6,7,Holiday,0.5588095238095239,0.0,0.44119047619047613,0.0
Non-EU Europe,4-13 days,250-500 GBP,1,0,1.0,5,6,3,Holiday,0.22701754385964912,0.0,0.5396491228070176,0.2333333333333333
EU,1-3 days,500-1000 GBP,2,0,1.0,4,6,5,Holiday,0.55,0.0,0.225,0.225
"Australia, NZ and Oceania",4-13 days,0-250 GBP,0,0,1.0,7,6,7,VFF,0.0,0.0,0.1,0.9
North America,4-13 days,1000-5000 GBP,1,0,1.0,6,6,4,Holiday,0.7166666666666667,0.0,0.2833333333333333,0.0
EU,4-13 days,0-250 GBP,1,0,1.0,4,6,3,Business or Work,0.6221153564631826,0.0,0.3568701507831943,0.021014492753623187
EU,4-13 days,1000-5000 GBP,1,0,1.0,7,6,3,Business or Work,0.23833333333333334,0.0,0.7616666666666666,0.0
North America,4-13 days,1000-5000 GBP,1,0,1.0,4,6,4,Education and Other,0.5416666666666667,0.2,0.25833333333333336,0.0
North America,4-13 days,250-500 GBP,0,0,1.0,3,6,7,VFF,0.0,0.1,0.47333333333333333,0.42666666666666664
North America,14-27 days,0-250 GBP,0,0,1.0,4,6,7,VFF,0.15892857142857142,0.03333333333333333,0.20595238095238094,0.6017857142857144
EU,1-3 days,250-500 GBP,1,0,1.0,6,6,5,Holiday,0.8936171019548386,0.013823763955342901,0.02734437716635859,0.06521475692346002
EU,1-3 days,250-500 GBP,1,0,1.0,5,6,4,Business or Work,0.849459654528928,0.0,0.09013571301187845,0.060404632459193586
EU,1-3 days,500-1000 GBP,1,0,1.0,5,6,5,Business or Work,0.8796474070431065,0.024492113043139998,0.09586047991375332,0.0
EU,,0-250 GBP,1,0,1.0,6,3,3,Business or Work,0.9762029544983777,0.0,0.009596774106310293,0.014200271395311997
EU,,0-250 GBP,1,0,1.0,6,3,3,Education and Other,0.9762029544983777,0.0,0.009596774106310293,0.014200271395311997
Asia,4-13 days,500-1000 GBP,0,0,1.0,4,3,7,Holiday,0.0,0.0,0.21408730158730158,0.7859126984126984
North America,4-13 days,500-1000 GBP,1,0,1.0,5,4,6,Business or Work,0.0,0.0,0.5302380952380952,0.46976190476190477
North America,4-13 days,0-250 GBP,0,0,1.0,5,4,4,VFF,0.0,0.0,0.0,1.0
Asia,4-13 days,1000-5000 GBP,1,0,1.0,6,4,4,Holiday,0.8540476190476189,0.0,0.14595238095238094,0.0
North America,4-13 days,1000-5000 GBP,1,0,1.0,6,4,5,Holiday,0.4583333333333333,0.0,0.5416666666666666,0.0
North America,4-13 days,1000-5000 GBP,1,0,1.0,5,4,1,Business or Work,0.06666666666666667,0.0,0.9333333333333332,0.0
"Australia, NZ and Oceania",4-13 days,250-500 GBP,0,0,1.0,5,4,3,VFF,0.03333333333333333,0.0,0.0,0.9666666666666666
Asia,4-13 days,1000-5000 GBP,2,0,1.0,6,4,4,Holiday,0.0,0.2,0.65,0.15
EU,1-3 days,0-250 GBP,0,0,1.0,2,1,7,VFF,0.0,0.0,0.2659958877954292,0.7340041122045708
Asia,4-13 days,500-1000 GBP,1,1,1.0,5,1,1,Holiday,0.13333333333333333,0.0,0.8666666666666668,0.0
Africa,4-13 days,500-1000 GBP,1,0,1.0,4,1,2,Holiday,0.3416666666666667,0.125,0.5333333333333334,0.0
UK,14-27 days,500-1000 GBP,0,0,1.0,6,6,6,VFF,0.0,0.0,0.06666666666666667,0.9333333333333332
South America,4-13 days,1000-5000 GBP,1,0,1.0,5,6,1,Business or Work,0.4,0.0,0.6,0.0
EU,4-13 days,500-1000 GBP,1,0,1.0,5,6,3,Business or Work,0.9497535402038508,0.0,0.05024645979614924,0.0
North America,4-13 days,1000-5000 GBP,1,0,1.0,7,6,2,Business or Work,1.0,0.0,0.0,0.0
North America,4-13 days,1000-5000 GBP,1,0,1.0,7,6,3,Business or Work,0.731655609612266,0.0,0.26834439038773406,0.0
UK,1-3 days,250-500 GBP,0,0,1.0,4,7,5,VFF,0.05,0.0,0.0,0.95
North America,,0-250 GBP,1,0,1.0,8,7,7,Holiday,0.09,0.0,0.8099999999999999,0.1
North America,4-13 days,1000-5000 GBP,1,0,1.0,5,7,4,Business or Work,1.0,0.0,0.0,0.0
UK,14-27 days,1000-5000 GBP,0,0,1.0,4,7,7,VFF,0.0,0.0,0.0,1.0
UK,4-13 days,0-250 GBP,0,0,1.0,7,3,7,VFF,0.0,0.0,0.03374272786037492,0.9662572721396252
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,0,0,1.0,5,4,1,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,250-500 GBP,0,0,1.0,7,4,2,VFF,0.0,0.0,0.5983333333333334,0.40166666666666667
EU,4-13 days,250-500 GBP,1,0,1.0,2,4,1,Holiday,0.0,0.1075,0.5625,0.33
South America,4-13 days,250-500 GBP,1,0,1.0,2,4,1,Holiday,0.1,0.22000000000000003,0.545,0.135
UK,14-27 days,1000-5000 GBP,0,0,1.0,7,4,3,VFF,0.1,0.0,0.1,0.8
EU,4-13 days,0-250 GBP,0,0,1.0,8,4,6,VFF,0.0,0.0,0.14857142857142855,0.8514285714285714
Africa,4-13 days,1000-5000 GBP,0,0,1.0,5,4,5,Business or Work,0.0,0.0,0.35,0.65
EU,1-3 days,0-250 GBP,1,0,1.0,4,4,3,VFF,0.8882995120065763,0.0,0.050759611265795666,0.06094087672762808
EU,,0-250 GBP,1,0,1.0,5,4,4,Holiday,0.8142095126146188,0.0,0.14620063469550965,0.03958985268987157
UK,4-13 days,0-250 GBP,0,0,1.0,6,4,5,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,0-250 GBP,1,0,1.0,6,4,3,Business or Work,0.9436774651658768,0.0,0.0,0.05632253483412323
EU,14-27 days,0-250 GBP,0,0,1.0,2,7,5,VFF,0.0,0.0,0.075,0.925
EU,4-13 days,0-250 GBP,0,0,1.0,3,7,1,Business or Work,0.0,0.0,0.05,0.95
Asia,4-13 days,0-250 GBP,0,0,1.0,4,7,4,Holiday,0.0,0.0,0.1,0.9
EU,14-27 days,0-250 GBP,0,0,1.0,7,7,1,VFF,0.24416666666666664,0.0,0.0,0.7558333333333334
EU,4-13 days,250-500 GBP,0,0,1.0,8,7,1,Holiday,0.0,0.0,0.0,1.0
EU,4-13 days,0-250 GBP,0,0,1.0,7,7,1,VFF,0.047424242424242424,0.04766556972439325,0.0,0.9049101878513642
EU,,500-1000 GBP,2,0,1.0,4,7,7,VFF,0.3,0.3,0.3888888888888889,0.01111111111111111
UK,1-3 days,500-1000 GBP,1,0,1.0,5,7,6,Business or Work,0.9,0.0,0.05,0.05
EU,1-3 days,500-1000 GBP,0,0,1.0,4,2,1,VFF,0.0,0.0,1.0,0.0
