Broad_Nationality_encoded,Stay_Category_encoded,Spend_Category_encoded,Flow,Age,London_or_out,accom_type,DayOfWeek,TripStartDay,Broad_Purpose_encoded,Business or Work,Education or Other,Holiday,VFF
EU,1-3 days,500-1000 GBP,1.0,4,0,1,4,3.0,Business or Work,0.8609557854426276,0.0,0.13904421455737243,0.0
South America,4-13 days,250-500 GBP,1.0,6,0,0,4,1.0,VFF,0.0,0.0,0.5,0.5
EU,1-3 days,250-500 GBP,1.0,4,0,1,4,2.0,Holiday,0.47080705097541936,0.0,0.47969291786118956,0.049500031163391134
EU,4-13 days,500-1000 GBP,1.0,6,1,1,4,3.0,VFF,0.0,0.1,0.9,0.0
EU,1-3 days,250-500 GBP,1.0,7,0,1,4,2.0,VFF,0.3861613876319759,0.0,0.3622351504704446,0.25160346189757954
EU,1-3 days,0-250 GBP,1.0,6,0,0,4,3.0,VFF,0.23030731523378584,0.0,0.11432252388134741,0.6553701608848669
EU,6,0-250 GBP,1.0,2,0,1,4,4.0,VFF,0.1,0.2,0.5,0.2
South America,6,0-250 GBP,1.0,6,0,0,4,4.0,VFF,0.2,0.1,0.2,0.5
EU,4-13 days,0-250 GBP,1.0,7,0,1,4,7.0,Holiday,0.1,0.0,0.4,0.5
EU,1-3 days,500-1000 GBP,1.0,5,0,1,4,3.0,Business or Work,0.8995869313803713,0.0,0.10041306861962873,0.0
EU,6,500-1000 GBP,1.0,5,0,0,4,4.0,Holiday,0.11666666666666665,0.6,0.2833333333333333,0.0
EU,6,0-250 GBP,1.0,5,0,0,4,4.0,VFF,0.0,0.2,0.16666666666666666,0.6333333333333333
Non-EU Europe,1-3 months,1000-5000 GBP,1.0,2,0,0,4,2.0,Education and Other,0.0,0.7,0.1,0.2
EU,4-13 days,1000-5000 GBP,1.0,4,0,1,4,7.0,Business or Work,0.4088095238095238,0.24214285714285713,0.34904761904761905,0.0
EU,1-3 days,250-500 GBP,1.0,8,0,1,4,3.0,VFF,0.19380952380952382,0.0,0.8061904761904761,0.0
South America,4-13 days,250-500 GBP,1.0,6,0,0,4,5.0,VFF,0.0,0.0,0.5366666666666667,0.46333333333333326
EU,4-13 days,0-250 GBP,1.0,6,0,0,4,7.0,VFF,0.0718989709121288,0.0,0.22910310449784138,0.69899792459003
EU,1-3 months,500-1000 GBP,1.0,6,0,0,4,2.0,VFF,0.1,0.1,0.1,0.7
EU,4-13 days,500-1000 GBP,1.0,5,0,0,4,6.0,VFF,0.13134920634920635,0.0,0.6035714285714286,0.26507936507936514
South America,4-13 days,500-1000 GBP,1.0,2,0,0,4,3.0,VFF,0.0,0.0,0.4,0.6
EU,1-3 days,500-1000 GBP,1.0,4,0,1,4,3.0,Business or Work,0.8609557854426276,0.0,0.13904421455737243,0.0
South America,14-27 days,500-1000 GBP,1.0,6,0,0,4,5.0,VFF,0.0,0.0,0.3142857142857143,0.6857142857142857
EU,1-3 days,250-500 GBP,1.0,4,0,1,2,7.0,Holiday,0.049875605411922194,0.015406568756299591,0.7741789034835848,0.16053892234819334
EU,4-13 days,250-500 GBP,1.0,5,0,0,2,5.0,VFF,0.08483496109154004,0.0,0.34810956368193213,0.5670554752265279
South America,1-3 days,500-1000 GBP,1.0,7,0,0,2,7.0,VFF,0.1,0.0,0.5,0.4
EU,4-13 days,250-500 GBP,1.0,8,0,0,2,3.0,VFF,0.0,0.0,0.1514786967418546,0.8485213032581453
EU,1-3 days,250-500 GBP,1.0,5,0,1,2,7.0,Holiday,0.05771375436139368,0.0,0.6985695447769752,0.24371670086163122
EU,4-13 days,500-1000 GBP,1.0,5,0,1,2,6.0,Holiday,0.1754646708091659,0.0,0.6293130451764744,0.19522228401435973
EU,1-3 days,0-250 GBP,1.0,4,0,1,2,7.0,Holiday,0.08001057511470434,0.0,0.5732731215666558,0.3467163033186399
EU,1-3 days,250-500 GBP,1.0,2,0,1,2,7.0,Holiday,0.012713903743315508,0.02001188354129531,0.9167175961293609,0.05055661658602835
EU,1-3 days,250-500 GBP,1.0,6,0,2,2,7.0,Holiday,0.0,0.0,0.4070629370629371,0.5929370629370629
EU,1-3 days,0-250 GBP,1.0,5,0,1,2,7.0,Holiday,0.16539621643056351,0.0,0.6849157084305557,0.1496880751388809
EU,1-3 days,0-250 GBP,1.0,2,0,0,2,7.0,VFF,0.0,0.01755547585057826,0.13779557935902081,0.8446489447904009
EU,1-3 days,500-1000 GBP,1.0,2,0,1,2,7.0,Holiday,0.0,0.0,0.813518568373192,0.18648143162680786
EU,1-3 days,500-1000 GBP,1.0,2,0,2,2,7.0,Holiday,0.0,0.0,0.975,0.025
EU,4-13 days,250-500 GBP,1.0,3,0,1,2,6.0,Holiday,0.0058823529411764705,0.0,0.8823529411764707,0.11176470588235295
EU,1-3 days,250-500 GBP,1.0,6,0,0,2,1.0,Holiday,0.0,0.0,0.7108928571428572,0.28910714285714284
EU,1-3 days,500-1000 GBP,1.0,2,0,2,2,7.0,Holiday,0.0,0.0,0.975,0.025
South America,14-27 days,500-1000 GBP,1.0,7,0,1,2,3.0,VFF,0.2,0.0,0.5,0.3
EU,1-3 days,500-1000 GBP,1.0,4,0,1,2,1.0,Holiday,0.0580038411245505,0.0,0.8868693472812467,0.05512681159420289
EU,4-13 days,0-250 GBP,1.0,8,0,0,2,5.0,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,0-250 GBP,1.0,8,0,0,2,5.0,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,500-1000 GBP,1.0,7,0,1,2,7.0,Holiday,0.007692307692307693,0.0,0.9692307692307693,0.023076923076923078
South America,4-13 days,0-250 GBP,1.0,5,0,0,2,6.0,VFF,0.2,0.0,0.05714285714285714,0.7428571428571429
EU,1-3 days,500-1000 GBP,1.0,6,0,2,2,7.0,Holiday,0.0038461538461538464,0.0,0.8970085470085468,0.09914529914529915
EU,1-3 days,1000-5000 GBP,1.0,4,0,2,2,7.0,Holiday,0.12857142857142856,0.00625,0.3705357142857143,0.4946428571428571
EU,1-3 days,250-500 GBP,1.0,5,0,1,2,7.0,Holiday,0.05771375436139368,0.0,0.6985695447769752,0.24371670086163122
EU,4-13 days,250-500 GBP,1.0,6,0,0,2,3.0,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,250-500 GBP,1.0,8,0,0,2,7.0,VFF,0.0,0.0,0.6104720312367371,0.3895279687632629
Asia,4-13 days,1000-5000 GBP,1.0,2,0,2,2,3.0,Holiday,0.0,0.1,0.9,0.0
EU,4-13 days,500-1000 GBP,1.0,6,0,1,5,2.0,VFF,0.4770352620352621,0.12111173211173212,0.2713945813945814,0.13045842445842445
South America,4-13 days,250-500 GBP,1.0,4,0,0,5,5.0,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,0-250 GBP,1.0,5,0,0,5,2.0,VFF,0.10261363636363637,0.0,0.16619921744921745,0.7311871461871462
South America,14-27 days,500-1000 GBP,1.0,7,0,0,5,5.0,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,250-500 GBP,1.0,7,0,1,5,3.0,Holiday,0.6208778721278722,0.0,0.2788890276390276,0.10023310023310024
South America,4-13 days,250-500 GBP,1.0,5,0,0,5,2.0,VFF,0.0,0.0,0.6,0.4
EU,1-3 days,500-1000 GBP,1.0,7,0,1,5,3.0,Holiday,0.7650468529537219,0.0,0.23495314704627815,0.0
EU,1-3 days,0-250 GBP,1.0,5,0,0,5,4.0,VFF,0.2666027098378357,0.0,0.15494627131068778,0.5784510188514765
EU,4-13 days,0-250 GBP,1.0,2,0,2,5,2.0,VFF,0.0,0.0,1.0,0.0
South America,4-13 days,1000-5000 GBP,1.0,6,0,0,5,2.0,Business or Work,0.4499999999999999,0.05,0.0,0.5
South America,14-27 days,0-250 GBP,1.0,8,0,0,5,1.0,VFF,0.0,0.0,0.0,1.0
South America,4-13 days,1000-5000 GBP,1.0,4,1,1,5,6.0,Business or Work,0.0,0.0,1.0,0.0
EU,1-3 days,250-500 GBP,1.0,7,0,0,5,3.0,Holiday,0.3562878787878788,0.0,0.3871969696969697,0.2565151515151515
EU,1-3 days,250-500 GBP,1.0,5,0,1,5,4.0,Business or Work,0.9490333287459134,0.0,0.050966671254086694,0.0
Non-EU Europe,4-13 days,500-1000 GBP,1.0,6,0,1,5,6.0,VFF,0.0,0.0,1.0,0.0
North America,1-3 days,250-500 GBP,1.0,5,0,1,5,4.0,Business or Work,1.0,0.0,0.0,0.0
South America,1-3 days,250-500 GBP,1.0,6,0,1,5,4.0,Business or Work,0.7633333333333334,0.0,0.21166666666666667,0.025
South America,14-27 days,1000-5000 GBP,1.0,8,0,0,2,3.0,VFF,0.0,0.0,0.03333333333333333,0.9666666666666668
Other,1-3 days,1000-5000 GBP,1.0,4,1,0,2,1.0,VFF,0.0,0.0,0.1,0.9
North America,14-27 days,1000-5000 GBP,1.0,8,0,1,2,5.0,VFF,0.0,0.0,0.9,0.1
EU,4-13 days,0-250 GBP,1.0,8,0,0,2,3.0,VFF,0.0,0.0,0.16820483438130496,0.8317951656186949
EU,4-13 days,500-1000 GBP,1.0,7,0,1,2,3.0,VFF,0.0,0.0,1.0,0.0
Non-EU Europe,4-13 days,1000-5000 GBP,1.0,6,0,1,5,1.0,Business or Work,0.0,0.0,1.0,0.0
EU,4-13 days,0-250 GBP,1.0,4,0,0,5,2.0,Holiday,0.04166233766233766,0.0,0.20267023495827843,0.7556674273793839
EU,4-13 days,250-500 GBP,1.0,5,0,1,5,3.0,Holiday,0.4362280701754385,0.013596491228070173,0.40828947368421054,0.1418859649122807
EU,4-13 days,1000-5000 GBP,1.0,8,0,2,5,7.0,Business or Work,0.4,0.0,0.4,0.2
EU,4-13 days,500-1000 GBP,1.0,6,0,1,5,6.0,Holiday,0.1504960317460317,0.0,0.7331349206349207,0.11636904761904761
North America,1-3 days,0-250 GBP,1.0,5,0,0,5,3.0,Business or Work,0.0,0.0,0.0,1.0
EU,4-13 days,0-250 GBP,1.0,6,0,1,5,2.0,Business or Work,0.7172619047619048,0.0,0.0494047619047619,0.23333333333333334
EU,1-3 days,250-500 GBP,1.0,4,0,0,5,3.0,Holiday,0.08598778672308083,0.0,0.37096947170476585,0.5430427415721534
EU,4-13 days,250-500 GBP,1.0,4,0,1,5,6.0,Holiday,0.16130952380952382,0.0,0.7335714285714285,0.10511904761904763
EU,1-3 days,0-250 GBP,1.0,5,0,0,5,3.0,VFF,0.3485774193127134,0.03305085110967464,0.12023863065039538,0.4981330989272165
EU,1-3 days,0-250 GBP,1.0,7,0,0,5,4.0,VFF,0.0,0.0,0.2732936507936508,0.7267063492063491
EU,4-13 days,1000-5000 GBP,1.0,5,0,2,5,3.0,Holiday,0.9,0.0,0.1,0.0
EU,1-3 days,500-1000 GBP,1.0,4,0,1,5,3.0,Holiday,0.8693815206645024,0.0,0.11837506721925699,0.012243412116240509
EU,1-3 days,0-250 GBP,1.0,4,0,0,5,3.0,VFF,0.12673593073593076,0.038593073593073596,0.1492012987012987,0.6854696969696968
EU,4-13 days,250-500 GBP,1.0,4,0,0,5,1.0,VFF,0.0,0.0,0.5693695631853526,0.4306304368146473
EU,4-13 days,250-500 GBP,1.0,6,0,1,5,2.0,Business or Work,0.5088513284101519,0.0,0.46239050165520756,0.02875816993464052
North America,4-13 days,500-1000 GBP,1.0,6,0,1,5,2.0,Business or Work,0.8696825396825396,0.0,0.13031746031746033,0.0
EU,1-3 days,250-500 GBP,1.0,4,0,1,5,3.0,Holiday,0.7958270421401098,0.014088443888193575,0.15456242574371615,0.035522088227980614
"Australia, NZ and Oceania",1-3 months,250-500 GBP,1.0,6,0,0,5,6.0,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,500-1000 GBP,1.0,5,0,1,5,2.0,Business or Work,0.6488888888888888,0.0,0.24740079365079368,0.10371031746031745
EU,1-3 days,500-1000 GBP,1.0,5,0,0,5,4.0,Holiday,1.0,0.0,0.0,0.0
EU,1-3 days,500-1000 GBP,1.0,6,0,1,5,4.0,Holiday,0.9464405860807357,0.0,0.05355941391926441,0.0
South America,4-13 days,1000-5000 GBP,1.0,5,0,0,5,7.0,VFF,0.3333333333333333,0.1,0.4,0.16666666666666666
EU,1-3 days,500-1000 GBP,1.0,5,0,0,5,3.0,Holiday,0.8575000000000002,0.0,0.0,0.1425
EU,4-13 days,0-250 GBP,1.0,5,0,1,5,2.0,Business or Work,0.8610953099188394,0.0,0.06707606119370825,0.07182862888745241
EU,1-3 days,0-250 GBP,1.0,5,0,0,5,3.0,Business or Work,0.3485774193127134,0.03305085110967464,0.12023863065039538,0.4981330989272165
EU,4-13 days,1000-5000 GBP,1.0,6,0,1,5,2.0,Business or Work,0.7152380952380952,0.0,0.28476190476190477,0.0
EU,1-3 days,250-500 GBP,1.0,4,0,2,5,4.0,Holiday,0.0625,0.0,0.9375,0.0
South America,1-3 days,250-500 GBP,1.0,4,0,0,5,4.0,VFF,0.0,0.1,0.5,0.4
North America,14-27 days,1000-5000 GBP,1.0,8,0,2,7,7.0,Holiday,0.0,0.0,0.9,0.1
North America,14-27 days,500-1000 GBP,1.0,2,0,0,7,7.0,VFF,0.0,0.225,0.0,0.775
North America,14-27 days,1000-5000 GBP,1.0,7,0,2,7,3.0,VFF,0.1,0.0,0.8,0.1
North America,4-13 days,500-1000 GBP,1.0,4,0,0,7,2.0,VFF,0.29,0.0,0.29333333333333333,0.4166666666666667
North America,4-13 days,1000-5000 GBP,1.0,5,0,1,7,2.0,Business or Work,0.8365660363028784,0.0,0.16343396369712154,0.0
EU,4-13 days,0-250 GBP,1.0,4,0,0,7,4.0,Holiday,0.04121351766513057,0.0,0.02434782608695652,0.934438656247913
EU,4-13 days,500-1000 GBP,1.0,4,0,2,7,3.0,Holiday,0.0,0.62,0.275,0.10500000000000001
North America,4-13 days,250-500 GBP,1.0,4,0,0,7,5.0,Holiday,0.2,0.0,0.1,0.7
North America,4-13 days,1000-5000 GBP,1.0,6,0,1,7,2.0,Business or Work,0.7003058694742265,0.05519607843137255,0.24449805209440098,0.0
South America,4-13 days,500-1000 GBP,1.0,4,0,0,7,3.0,VFF,0.3,0.0,0.4333333333333333,0.26666666666666666
Non-EU Europe,1-3 days,1000-5000 GBP,1.0,6,0,1,7,5.0,VFF,0.4236842105263158,0.0,0.5605263157894737,0.015789473684210527
EU,4-13 days,1000-5000 GBP,1.0,8,0,1,7,1.0,Holiday,0.12575757575757576,0.0,0.7742424242424242,0.1
North America,4-13 days,1000-5000 GBP,1.0,8,0,1,7,3.0,Holiday,0.05833333333333333,0.0,0.9416666666666668,0.0
EU,1-3 days,500-1000 GBP,1.0,6,0,1,7,6.0,Holiday,0.2998088023088023,0.0,0.5889538239538239,0.11123737373737375
Non-EU Europe,4-13 days,1000-5000 GBP,1.0,6,0,2,7,1.0,Holiday,0.0,0.0,1.0,0.0
North America,14-27 days,500-1000 GBP,1.0,8,0,0,7,7.0,VFF,0.0,0.0,0.03333333333333333,0.9666666666666666
North America,4-13 days,1000-5000 GBP,1.0,8,0,1,7,3.0,Holiday,0.05833333333333333,0.0,0.9416666666666668,0.0
EU,4-13 days,0-250 GBP,1.0,6,0,1,7,7.0,Holiday,0.2833333333333333,0.0,0.4166666666666667,0.3
Asia,4-13 days,more than 5000 GBP,1.0,5,0,1,7,3.0,Holiday,0.32403846153846155,0.007692307692307693,0.6682692307692307,0.0
EU,4-13 days,0-250 GBP,1.0,6,0,1,7,1.0,Holiday,0.4833333333333334,0.0,0.5166666666666666,0.0
South America,4-13 days,1000-5000 GBP,1.0,6,0,1,7,1.0,VFF,0.2,0.0,0.65,0.15
EU,4-13 days,1000-5000 GBP,1.0,5,0,2,7,5.0,Holiday,0.1,0.0,0.8,0.1
North America,4-13 days,0-250 GBP,1.0,4,0,0,7,4.0,VFF,0.0,0.0,0.0,1.0
North America,14-27 days,250-500 GBP,1.0,7,0,0,7,1.0,VFF,0.0,0.0,0.0,1.0
North America,4-13 days,1000-5000 GBP,1.0,8,0,0,7,4.0,Holiday,0.3,0.0,0.35,0.35
North America,4-13 days,500-1000 GBP,1.0,6,0,0,7,1.0,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,500-1000 GBP,1.0,4,0,0,7,1.0,VFF,0.0,0.0,0.3876262626262626,0.6123737373737373
South America,4-13 days,1000-5000 GBP,1.0,6,0,0,7,1.0,VFF,0.37595959595959594,0.0,0.3259307359307359,0.2981096681096681
Non-EU Europe,4-13 days,1000-5000 GBP,1.0,7,0,1,7,6.0,Business or Work,0.2,0.0,0.76,0.04
North America,14-27 days,1000-5000 GBP,1.0,6,0,0,7,1.0,VFF,0.275,0.0,0.06999999999999999,0.655
South America,14-27 days,1000-5000 GBP,1.0,4,0,0,7,1.0,VFF,0.0,0.1,0.385,0.515
EU,4-13 days,500-1000 GBP,1.0,8,0,0,7,1.0,VFF,0.0,0.0,0.2778571428571429,0.7221428571428572
North America,4-13 days,500-1000 GBP,1.0,6,0,1,7,1.0,Holiday,0.0,0.0,0.841468253968254,0.158531746031746
Non-EU Europe,4-13 days,250-500 GBP,1.0,4,0,1,7,3.0,Business or Work,0.4631818181818181,0.02409090909090909,0.31272727272727274,0.2
"Australia, NZ and Oceania",4-13 days,1000-5000 GBP,1.0,8,0,1,7,1.0,Holiday,0.25833333333333336,0.2,0.41666666666666663,0.125
Non-EU Europe,4-13 days,500-1000 GBP,1.0,5,0,1,7,1.0,Holiday,0.01111111111111111,0.0,0.9888888888888889,0.0
South America,4-13 days,500-1000 GBP,1.0,5,0,0,7,5.0,VFF,0.0,0.0,0.18666666666666668,0.8133333333333332
North America,4-13 days,1000-5000 GBP,1.0,6,0,1,7,7.0,Holiday,0.0,0.0,1.0,0.0
"Australia, NZ and Oceania",14-27 days,250-500 GBP,1.0,5,0,0,7,1.0,VFF,0.0,0.0,0.33999999999999997,0.6599999999999999
North America,4-13 days,1000-5000 GBP,1.0,6,0,2,7,1.0,Holiday,0.0,0.0,1.0,0.0
EU,1-3 days,500-1000 GBP,1.0,5,0,1,7,5.0,Business or Work,0.6837418300653595,0.0,0.3162581699346405,0.0
Non-EU Europe,1-3 days,0-250 GBP,1.0,7,0,1,7,5.0,Holiday,0.6416666666666666,0.016666666666666666,0.3416666666666667,0.0
Non-EU Europe,4-13 days,250-500 GBP,1.0,6,0,1,7,4.0,Holiday,0.9,0.0,0.08,0.02
North America,4-13 days,500-1000 GBP,1.0,4,0,0,7,1.0,VFF,0.0,0.0,0.45714285714285713,0.5428571428571429
EU,1-3 days,250-500 GBP,1.0,5,0,2,7,5.0,Holiday,0.0,0.195,0.34523809523809523,0.4597619047619048
EU,4-13 days,500-1000 GBP,1.0,2,0,1,7,6.0,Holiday,0.0,0.0,0.96,0.04
EU,4-13 days,250-500 GBP,1.0,4,0,0,7,7.0,Holiday,0.0,0.0,0.2847222222222222,0.7152777777777778
EU,1-3 days,1000-5000 GBP,1.0,6,0,1,7,6.0,VFF,1.0,0.0,0.0,0.0
EU,1-3 days,0-250 GBP,1.0,4,0,2,7,5.0,Holiday,0.1888888888888889,0.0,0.6944444444444444,0.11666666666666667
South America,4-13 days,1000-5000 GBP,1.0,7,0,1,7,6.0,VFF,0.0,0.0,0.8333333333333333,0.16666666666666666
EU,4-13 days,250-500 GBP,1.0,4,0,1,7,1.0,Holiday,0.1676923076923077,0.0,0.8323076923076924,0.0
EU,1-3 days,0-250 GBP,1.0,6,0,1,7,6.0,Holiday,0.4163444610097928,0.05168615984405458,0.484109236915301,0.04786014223085162
South America,4-13 days,500-1000 GBP,1.0,8,0,0,7,1.0,VFF,0.0,0.0,0.30333333333333334,0.6966666666666665
South America,1-3 days,0-250 GBP,1.0,7,0,0,7,6.0,VFF,0.0,0.0,0.12651515151515152,0.8734848484848484
EU,4-13 days,500-1000 GBP,1.0,4,0,1,7,4.0,Holiday,0.33841242091242096,0.05218004218004217,0.6094075369075369,0.0
EU,4-13 days,250-500 GBP,1.0,4,0,1,7,2.0,Holiday,0.2783333333333333,0.0,0.7216666666666667,0.0
South America,4-13 days,0-250 GBP,1.0,6,0,0,7,1.0,VFF,0.19166666666666665,0.0,0.0,0.8083333333333333
EU,4-13 days,250-500 GBP,1.0,6,0,0,7,4.0,Holiday,0.0,0.0,0.38341314241314234,0.6165868575868576
South America,4-13 days,250-500 GBP,1.0,6,0,1,7,1.0,Business or Work,0.02727272727272727,0.0,0.41060606060606053,0.5621212121212121
EU,4-13 days,250-500 GBP,1.0,4,0,1,7,3.0,Holiday,0.1450865800865801,0.13278138528138528,0.7221320346320346,0.0
EU,4-13 days,1000-5000 GBP,1.0,5,0,1,7,3.0,Holiday,0.6466666666666667,0.0,0.35333333333333333,0.0
"Australia, NZ and Oceania",4-13 days,0-250 GBP,1.0,4,0,0,7,4.0,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,0-250 GBP,1.0,2,0,0,3,1.0,VFF,0.0,0.03387625312334121,0.13980245693032306,0.8263212899463358
EU,4-13 days,500-1000 GBP,1.0,2,0,0,3,7.0,Holiday,0.0,0.0,0.8353571428571428,0.16464285714285715
EU,4-13 days,250-500 GBP,1.0,5,0,2,3,4.0,Holiday,0.3,0.06666666666666667,0.5,0.13333333333333333
North America,4-13 days,0-250 GBP,1.0,5,1,1,3,4.0,Holiday,0.7,0.0,0.3,0.0
North America,4-13 days,500-1000 GBP,1.0,8,1,1,3,7.0,Holiday,0.0,0.0,1.0,0.0
EU,4-13 days,250-500 GBP,1.0,4,0,1,3,6.0,Holiday,0.05379851143009038,0.0,0.8393887794352191,0.10681270913469057
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,1.0,6,0,2,3,5.0,VFF,0.0,0.0,0.65,0.35
"Australia, NZ and Oceania",3-6 months,1000-5000 GBP,1.0,6,0,0,3,4.0,VFF,0.0,0.0,0.1,0.9
EU,4-13 days,0-250 GBP,1.0,8,0,2,3,7.0,Holiday,0.0,0.12,0.6799999999999999,0.2
South America,4-13 days,0-250 GBP,1.0,4,0,0,3,6.0,VFF,0.0,0.0,0.5,0.5
North America,14-27 days,0-250 GBP,1.0,7,0,1,3,4.0,Holiday,0.3,0.1,0.1,0.5
South America,4-13 days,0-250 GBP,1.0,5,0,0,3,6.0,VFF,0.0,0.0,0.2,0.8
EU,1-3 days,250-500 GBP,1.0,5,0,1,3,2.0,VFF,0.8353035825046989,0.030292853140082777,0.13440356435521833,0.0
EU,4-13 days,1000-5000 GBP,1.0,5,0,1,3,1.0,Holiday,0.3,0.0,0.3,0.4
North America,4-13 days,1000-5000 GBP,1.0,8,0,2,3,1.0,VFF,0.0,0.0,0.29166666666666663,0.7083333333333333
EU,4-13 days,250-500 GBP,1.0,6,0,0,3,3.0,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,0-250 GBP,1.0,5,0,0,3,7.0,VFF,0.051350770070504606,0.0,0.191841771997346,0.7568074579321494
EU,4-13 days,250-500 GBP,1.0,4,0,0,3,7.0,VFF,0.0,0.0,0.4426763473765716,0.5573236526234284
EU,4-13 days,500-1000 GBP,1.0,7,0,1,3,6.0,Holiday,0.0,0.0,0.8378087190587189,0.16219128094128094
North America,1-3 days,250-500 GBP,1.0,8,0,1,3,1.0,Holiday,0.05,0.0,0.7928571428571429,0.15714285714285714
EU,4-13 days,250-500 GBP,1.0,6,0,0,3,4.0,VFF,0.0,0.0,0.2920127022100706,0.7079872977899293
EU,4-13 days,250-500 GBP,1.0,2,0,0,3,5.0,VFF,0.0,0.0,0.4413275613275613,0.5586724386724387
South America,4-13 days,500-1000 GBP,1.0,8,0,1,3,6.0,VFF,0.1,0.0,0.65,0.25
Non-EU Europe,4-13 days,500-1000 GBP,1.0,5,0,1,3,7.0,Business or Work,0.0,0.0,0.8374292374292374,0.16257076257076256
North America,14-27 days,1000-5000 GBP,1.0,8,0,1,3,4.0,Holiday,0.0,0.0,1.0,0.0
North America,14-27 days,more than 5000 GBP,1.0,8,0,1,3,4.0,Holiday,0.0,0.0,0.925,0.075
North America,14-27 days,5,1.0,8,0,1,3,4.0,Holiday,0.0,0.0,0.925,0.075
EU,14-27 days,500-1000 GBP,1.0,4,0,1,3,4.0,Holiday,0.9,0.0,0.1,0.0
South America,4-13 days,500-1000 GBP,1.0,7,0,0,3,1.0,VFF,0.0,0.0,0.26666666666666666,0.7333333333333334
EU,4-13 days,500-1000 GBP,1.0,4,0,1,3,4.0,Holiday,0.0,0.0,1.0,0.0
South America,4-13 days,0-250 GBP,1.0,5,0,0,3,7.0,VFF,0.0,0.0,0.2,0.8
North America,4-13 days,1000-5000 GBP,1.0,4,0,2,3,2.0,Holiday,0.0,0.0,1.0,0.0
EU,4-13 days,0-250 GBP,1.0,2,0,0,3,4.0,VFF,0.0,0.0,0.1931735957621664,0.8068264042378337
EU,4-13 days,250-500 GBP,1.0,4,0,0,3,4.0,Holiday,0.0,0.0,0.1417556914862407,0.8582443085137594
South America,14-27 days,0-250 GBP,1.0,5,0,0,3,4.0,VFF,0.0,0.0,0.2,0.8
North America,4-13 days,250-500 GBP,1.0,4,0,0,3,3.0,Holiday,0.0,0.0,0.1,0.9
EU,4-13 days,250-500 GBP,1.0,4,0,1,3,1.0,Holiday,0.024285714285714285,0.0,0.8414285714285714,0.13428571428571429
North America,1-3 days,0-250 GBP,1.0,7,0,0,3,2.0,Holiday,0.0,0.0,0.075,0.925
North America,4-13 days,1000-5000 GBP,1.0,5,0,1,6,5.0,Holiday,0.0,0.0,1.0,0.0
Asia,4-13 days,1000-5000 GBP,1.0,4,0,1,6,6.0,Holiday,0.4963311688311688,0.0,0.5036688311688312,0.0
EU,4-13 days,1000-5000 GBP,1.0,7,0,1,6,7.0,Holiday,0.0,0.0,0.9666666666666668,0.03333333333333333
North America,4-13 days,1000-5000 GBP,1.0,8,0,1,6,3.0,Business or Work,0.0,0.0,1.0,0.0
North America,14-27 days,more than 5000 GBP,1.0,5,0,1,6,6.0,Holiday,0.9,0.0,0.1,0.0
North America,4-13 days,1000-5000 GBP,1.0,7,0,1,6,6.0,Holiday,0.24047619047619045,0.0,0.6381746031746032,0.12134920634920635
North America,14-27 days,500-1000 GBP,1.0,2,0,1,6,7.0,Holiday,0.0,0.5,0.5,0.0
North America,4-13 days,1000-5000 GBP,1.0,4,0,1,6,6.0,Holiday,0.2895238095238095,0.3292857142857143,0.3811904761904762,0.0
North America,14-27 days,1000-5000 GBP,1.0,7,0,1,6,7.0,Holiday,0.0,0.0,0.9025757575757577,0.09742424242424243
Asia,3-6 months,500-1000 GBP,1.0,4,0,1,6,7.0,VFF,0.2,0.1,0.6,0.1
EU,4-13 days,0-250 GBP,1.0,6,0,1,6,7.0,Holiday,0.5333333333333333,0.0,0.4666666666666667,0.0
North America,14-27 days,1000-5000 GBP,1.0,8,0,1,6,3.0,VFF,0.0,0.0,0.73,0.27
North America,4-13 days,1000-5000 GBP,1.0,5,0,1,6,1.0,Holiday,0.6216666666666667,0.0,0.37833333333333335,0.0
EU,4-13 days,500-1000 GBP,1.0,8,0,2,6,7.0,Holiday,0.4833333333333333,0.0,0.4666666666666666,0.05
EU,4-13 days,1000-5000 GBP,1.0,8,0,1,6,3.0,Holiday,0.0,0.0,1.0,0.0
EU,1-3 days,250-500 GBP,1.0,5,0,0,6,4.0,VFF,0.23891233766233766,0.0,0.3920508658008658,0.3690367965367965
North America,4-13 days,250-500 GBP,1.0,2,0,1,6,2.0,Holiday,0.25,0.2,0.55,0.0
North America,4-13 days,more than 5000 GBP,1.0,8,0,1,6,2.0,Holiday,0.65,0.0,0.35,0.0
North America,14-27 days,more than 5000 GBP,1.0,8,0,1,6,7.0,Holiday,0.04,0.0,0.96,0.0
North America,14-27 days,1000-5000 GBP,1.0,7,0,0,6,7.0,Holiday,0.0,0.0,0.3533333333333334,0.6466666666666667
